Material Name,Material Code,Item Category,Item Group,UOM
GEARED MOTOR 2HP 4P 1/20,GEARED MOTOR 2HP 4P 1/20,INDIGENOUS,PROJECT MATERIALS,NOS
GEARED MOTOR 3HP 4P 1/15,GEARED MOTOR 3HP 4P 1/15,INDIGENOUS,PROJECT MATERIALS,NOS
GEARED MOTOR 5HP 4P 91 RPM B3 FOOT MOUNTED,GEARED MOTOR 5HP 4P 91 RPM B3 FOOT MOUNTED,INDIGENOUS,PROJECT MATERIALS,NOS
GEARED MOTOR 7.5 HP 4P 1/30 48 RPM,GEARED MOTOR 7.5 HP 4P 1/30 48 RPM,INDIGENOUS,PROJECT MATERIALS,NOS
GEARED MOTOR FOOT MOUNT 1HP 100RPM B3,GEARED MOTOR FOOT MOUNT 1HP 100RPM B3,INDIGENOUS,PROJECT MATERIALS,NOS
GEZE CONCEALED DOOR CLOSER BOXER HEAVY DUTY MADE IN GERMANY,GEZE CONCEALED DOOR CLOSER BOXER HEAVY DUTY MADE IN GERMANY,INDIGENOUS,PROJECT MATERIALS,NOS
GF GUEST BR WARDROBE,GF GUEST BR WARDROBE,INDIGENOUS,PROJECT MATERIALS,NOS
GF MBR WARDROBE,GF MBR WARDROBE,INDIGENOUS,PROJECT MATERIALS,NOS
GI ANGULAR 50X50X6 MM,GI ANGULAR 50X50X6 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
GI CABLE STRAY 100 X 25 MM,GI CABLE STRAY 100 X 25 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
GI CABLE STRAY 200 X 25 MM,GI CABLE STRAY 200 X 25 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
GI FLAT 25 X 6 MM,GI FLAT 25 X 6 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
GI NIPPLE 1 X 8 INCH,GI NIPPLE 1 X 8 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI NIPPLE 1 X 9 INCH,GI NIPPLE 1 X 9 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI NIPPLE 2 INCH X 12 INCH,GI NIPPLE 2 INCH X 12 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI NUT BOLT WITH 2 WASHERS 4 INCH X (5/8) INCH,GI NUT BOLT WITH 2 WASHERS 4 INCH X (5/8) INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI NUT BOLT WITH 2 WASHERS 6 INCH X (5/8) INCH,GI NUT BOLT WITH 2 WASHERS 6 INCH X (5/8) INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI NUT BOLT WITH 2 WASHERS 7 INCH X (5/8) INCH,GI NUT BOLT WITH 2 WASHERS 7 INCH X (5/8) INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI NUT BOLT WITH 2 WASHERS M16 - 3 INCH,GI NUT BOLT WITH 2 WASHERS M16 - 3 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI NUT BOLT WITH 2 WASHERS M16 - 6 INCH,GI NUT BOLT WITH 2 WASHERS M16 - 6 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI PIPE B CLASS 1 1/4 INCH - NON TATA,GI PIPE B CLASS 1 1/4 INCH - NON TATA,INDIGENOUS,PROJECT MATERIALS,MTRS
GI PLATE FOR SUPPORT BASE 40 X 5,GI PLATE FOR SUPPORT BASE 40 X 5,INDIGENOUS,PROJECT MATERIALS,MTRS
GI REDUCER 1 X 1 1/2 INCH,GI REDUCER 1 X 1 1/2 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI REDUCER 4 INCH X 2 1/2 INCH,GI REDUCER 4 INCH X 2 1/2 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI SHEET- 3MM THICKNESS,GI SHEET- 3MM THICKNESS,INDIGENOUS,PROJECT MATERIALS,KGS
GI SQUARE PIPE FOR SUPPORTS 40 X 40,GI SQUARE PIPE FOR SUPPORTS 40 X 40,INDIGENOUS,PROJECT MATERIALS,MTRS
GI U-CLAMP 4 INCH,GI U-CLAMP 4 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI U-CLAMP 6 INCH,GI U-CLAMP 6 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI UNION - 2 INCH,GI UNION - 2 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GI X NIPPLE 1 1/4 INCH,GI X NIPPLE 1 1/4 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
GIORGETTI STUDY CHAIR NORAH AS IN PICTURE FOR A SIZE OF 66 X 66 X H 80 CM,GIORGETTI STUDY CHAIR NORAH AS IN PICTURE FOR A SIZE OF 66 X 66 X H 80 CM,INDIGENOUS,PROJECT MATERIALS,NOS
GIRLS FROCK,GIRLS FROCK,INDIGENOUS,PROJECT MATERIALS,NOS
GLASS 36 X 24,GLASS 36 X 24,INDIGENOUS,PROJECT MATERIALS,NOS
GLASS INSTALLATION AND LABOUR,GLASS INSTALLATION AND LABOUR,INDIGENOUS,PROJECT MATERIALS,SQMTRS
GLASS PARTITION PROFILE,GLASS PARTITION PROFILE,INDIGENOUS,PROJECT MATERIALS,SFT
GLASS RAILING,GLASS RAILING,INDIGENOUS,PROJECT MATERIALS,MTRS
GLASS RUBBER BEADING 5MM,GLASS RUBBER BEADING 5MM,INDIGENOUS,PROJECT MATERIALS,KGS
GLOBE VALVE 1 INCH (WELDABLE) SUPER MAKE,GLOBE VALVE 1 INCH (WELDABLE) SUPER MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
GLOBE VALVE 1/2 INCH (WELDABLE) SUPER MAKE,GLOBE VALVE 1/2 INCH (WELDABLE) SUPER MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
GLOBE VALVE 2 INCH (WELDABLE) SUPER MAKE,GLOBE VALVE 2 INCH (WELDABLE) SUPER MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
GLOBE VALVE 3/4 INCH (WELDABLE) SUPER MAKE,GLOBE VALVE 3/4 INCH (WELDABLE) SUPER MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
GLOBE VALVE 4 INCH (WELDABLE) SUPER MAKE,GLOBE VALVE 4 INCH (WELDABLE) SUPER MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
Godrej Ascent Table,Godrej Ascent Table,INDIGENOUS,PROJECT MATERIALS,NOS
Godrej Aspired Chairs,Godrej Aspired Chairs,INDIGENOUS,PROJECT MATERIALS,NOS
Godrej Karina Visitor Chair,Godrej Karina Visitor Chair,INDIGENOUS,PROJECT MATERIALS,NOS
GP PLAIN SHEETS 1000 X 2500 X 1.2 MM THICK,GP PLAIN SHEETS 1000 X 2500 X 1.2 MM THICK,INDIGENOUS,PROJECT MATERIALS,KGS
GRAND POWDER BATH ROOM CEILLING,GRAND POWDER BATH ROOM CEILLING,INDIGENOUS,PROJECT MATERIALS,SFT
GRAND POWDER BATH ROOM WALLS,GRAND POWDER BATH ROOM WALLS,INDIGENOUS,PROJECT MATERIALS,SFT
GRAND ROOM DOUBLE HEIGHT,GRAND ROOM DOUBLE HEIGHT,INDIGENOUS,PROJECT MATERIALS,SFT
GRANITE - AMERICAN BROWN,GRANITE - AMERICAN BROWN,INDIGENOUS,PROJECT MATERIALS,SFT
GRANITE - BLACK,GRANITE - BLACK,INDIGENOUS,PROJECT MATERIALS,NOS
GRANITE - CHICKOO PERAL GREY,GRANITE - CHICKOO PERAL GREY,INDIGENOUS,PROJECT MATERIALS,SFT
GRANITE - GREY SS,GRANITE - GREY SS,INDIGENOUS,PROJECT MATERIALS,SFT
GRANITE - STRAWBERRY RED,GRANITE - STRAWBERRY RED,INDIGENOUS,PROJECT MATERIALS,SFT
GRAVEL SUB BASE,GRAVEL SUB BASE,INDIGENOUS,PROJECT MATERIALS,UNIT
GRAVEL SUB BASE MIX,GRAVEL SUB BASE MIX,INDIGENOUS,PROJECT MATERIALS,UNIT
GREENLAM STURDO CLASSIQUE-VERSATILE REST ROOM CUBICLES,GREENLAM STURDO CLASSIQUE-VERSATILE REST ROOM CUBICLES,INDIGENOUS,PROJECT MATERIALS,NOS
GREENLAM STURDO URINAL PARTATION- MODEL- A,GREENLAM STURDO URINAL PARTATION- MODEL- A,INDIGENOUS,PROJECT MATERIALS,NOS
Grey Designer Finish (102x66),Grey Designer Finish (102x66),INDIGENOUS,PROJECT MATERIALS,SFT
Grey Tinted 5mm thick 30 1/2 X 18,Grey Tinted 5mm thick 30 1/2 X 18,INDIGENOUS,PROJECT MATERIALS,SFT
Grey Tinted 5mm thick 43 X 18,Grey Tinted 5mm thick 43 X 18,INDIGENOUS,PROJECT MATERIALS,SFT
Grey Tinted 5mm thick 44 X 22 1/2,Grey Tinted 5mm thick 44 X 22 1/2,INDIGENOUS,PROJECT MATERIALS,SFT
Grey Tinted 5mm thick 44 X 36,Grey Tinted 5mm thick 44 X 36,INDIGENOUS,PROJECT MATERIALS,SFT
GRIPPERS,GRIPPERS,INDIGENOUS,PROJECT MATERIALS,MTRS
GROUND FLOOR WAL PLAIN,GROUND FLOOR WAL PLAIN,INDIGENOUS,PROJECT MATERIALS,SFT
GURMEET MARWAH ACRYLIC ON CANVAS ART,GURMEET MARWAH ACRYLIC ON CANVAS ART,INDIGENOUS,PROJECT MATERIALS,NOS
GYM ROOM SC PLAIN FABRIC ( 2MTR X 13.42 MTR ),GYM ROOM SC PLAIN FABRIC ( 2MTR X 13.42 MTR ),INDIGENOUS,PROJECT MATERIALS,SQMTRS
HADUR SHEET (PLY WOOD,HADUR SHEET (PLY WOOD,INDIGENOUS,PROJECT MATERIALS,NOS
HAFELE ALUMINIUM SLIDING TRACK,HAFELE ALUMINIUM SLIDING TRACK,INDIGENOUS,PROJECT MATERIALS,NOS
HAFELE SLIDING FITTING WITH SOFT CLOSING,HAFELE SLIDING FITTING WITH SOFT CLOSING,INDIGENOUS,PROJECT MATERIALS,Set
HAMMER (7 KGS),HAMMER (7 KGS),INDIGENOUS,PROJECT MATERIALS,NOS
HAMMER MILL HMA-100,HAMMER MILL HMA-100,IMPORTED,PROJECT MATERIALS,NOS
HAMMER MILL XHM-800,HAMMER MILL XHM-800,IMPORTED,PROJECT MATERIALS,NOS
HAND INTAKE EH80U-S01,HAND INTAKE EH80U-S01,IMPORTED,PROJECT MATERIALS,NOS
HAND PAINTED PAPER BIN,HAND PAINTED PAPER BIN,INDIGENOUS,PROJECT MATERIALS,NOS
HANDLES - ALUMINIUM FLAT 3 INCH,HANDLES - ALUMINIUM FLAT 3 INCH,INDIGENOUS,PROJECT MATERIALS,NOS
HANDLES(AMERICAN MODEL),HANDLES(AMERICAN MODEL),INDIGENOUS,PROJECT MATERIALS,NOS
HARDWARE AND SOLID DOORS,HARDWARE AND SOLID DOORS,INDIGENOUS,PROJECT MATERIALS,NOS
HEAT PUMP OF 450 OR 500 LTS STORAGE CAPACITY - 225 TO 250 LTS PER HOUR HEATING CAPACITY 225 ITS/HR S,HEAT PUMP OF 450 OR 500 LTS STORAGE CAPACITY - 225 TO 250 LTS PER HOUR HEATING CAPACITY 225 ITS/HR S,INDIGENOUS,PROJECT MATERIALS,NOS
HEATING PAD 100MM X 500MM X 1.25KW,HEATING PAD 100MM X 500MM X 1.25KW,INDIGENOUS,PROJECT MATERIALS,Set
HEATING PAD 600MM X 500MM X 5KW,HEATING PAD 600MM X 500MM X 5KW,INDIGENOUS,PROJECT MATERIALS,Set
HEATING PAD 800MM X 1000MM X 6KW,HEATING PAD 800MM X 1000MM X 6KW,INDIGENOUS,PROJECT MATERIALS,Set
HEAVY DUTY PRIMER,HEAVY DUTY PRIMER,INDIGENOUS,PROJECT MATERIALS,LTS
HEAVY DUTY SOLVENT,HEAVY DUTY SOLVENT,INDIGENOUS,PROJECT MATERIALS,LTS
HEAVY ELECTRONIC VOLTAGE DROPDOWN DRIVER,HEAVY ELECTRONIC VOLTAGE DROPDOWN DRIVER,INDIGENOUS,PROJECT MATERIALS,NOS
HF-HAFELE - 4000MM ALUMINIUM BOTTOM TRACK 4M,HF-HAFELE - 4000MM ALUMINIUM BOTTOM TRACK 4M,INDIGENOUS,PROJECT MATERIALS,NOS
HF-HAFELE - 4000MM TOP TRACK,HF-HAFELE - 4000MM TOP TRACK,INDIGENOUS,PROJECT MATERIALS,NOS
"HF-HAFELE - CONCEALED DOOR CLOSER, CLOSING FORCE SIZE4,W 950MM, 80KG","HF-HAFELE - CONCEALED DOOR CLOSER, CLOSING FORCE SIZE4,W 950MM, 80KG",INDIGENOUS,PROJECT MATERIALS,NOS
HF-HAFELE - DCL 35 CONCEALED SEAL CLOSER EN 2-4 SLIDE TRACK CLOSER EN 2-4 SLIDE TRACK WITH HOLD OPEN,HF-HAFELE - DCL 35 CONCEALED SEAL CLOSER EN 2-4 SLIDE TRACK CLOSER EN 2-4 SLIDE TRACK WITH HOLD OPEN,INDIGENOUS,PROJECT MATERIALS,Set
HF-HAFELE - END SET 100 S MORTICED SQUARE SS,HF-HAFELE - END SET 100 S MORTICED SQUARE SS,INDIGENOUS,PROJECT MATERIALS,Set
HF-HAFELE - INTER HANGER SET 75KGS MORTISE SS,HF-HAFELE - INTER HANGER SET 75KGS MORTISE SS,INDIGENOUS,PROJECT MATERIALS,Set
HF-HAFELE - OFFSET HINGE HANDLE SET 100 MORTICED SQUARE SS,HF-HAFELE - OFFSET HINGE HANDLE SET 100 MORTICED SQUARE SS,INDIGENOUS,PROJECT MATERIALS,Set
HF-HAFELE - PIVOT SET 100 MORTICED SQUARE SS,HF-HAFELE - PIVOT SET 100 MORTICED SQUARE SS,INDIGENOUS,PROJECT MATERIALS,Set
HF-HAFELE - POLYPROPYLINE BOTTOM TRACK 4MTR,HF-HAFELE - POLYPROPYLINE BOTTOM TRACK 4MTR,INDIGENOUS,PROJECT MATERIALS,NOS
HF-HAFELE -DCL 35 CONCEALED SEAL CLOSER EN-24 SLIDE TRACK WITH HOLD OPEN,HF-HAFELE -DCL 35 CONCEALED SEAL CLOSER EN-24 SLIDE TRACK WITH HOLD OPEN,INDIGENOUS,PROJECT MATERIALS,Set
HG AddStoris roll holder with cover chr (41753000),HG AddStoris roll holder with cover chr (41753000),INDIGENOUS,PROJECT MATERIALS,NOS
HG Logis Universal Double hook chrome (41725000),HG Logis Universal Double hook chrome (41725000),INDIGENOUS,PROJECT MATERIALS,NOS
HIGH PRESSURE PAN,HIGH PRESSURE PAN,INDIGENOUS,PROJECT MATERIALS,NOS
HIMALAYA-5000 (VANITY),HIMALAYA-5000 (VANITY),INDIGENOUS,PROJECT MATERIALS,SFT
HINGHES 3INCH,HINGHES 3INCH,INDIGENOUS,PROJECT MATERIALS,NOS
HINGHES 4INCH,HINGHES 4INCH,INDIGENOUS,PROJECT MATERIALS,NOS
"HINGS - SS, SIZE : 2 1/2 INCH","HINGS - SS, SIZE : 2 1/2 INCH",INDIGENOUS,PROJECT MATERIALS,NOS
HOLE SAW CUTTER 63 MM DIS,HOLE SAW CUTTER 63 MM DIS,INDIGENOUS,PROJECT MATERIALS,NOS
HOLES,HOLES,INDIGENOUS,PROJECT MATERIALS,NOS
HOLES IN 12MM,HOLES IN 12MM,INDIGENOUS,PROJECT MATERIALS,NOS
HOLES IN FIN,HOLES IN FIN,INDIGENOUS,PROJECT MATERIALS,NOS
HOME THEATER CARPET,HOME THEATER CARPET,INDIGENOUS,PROJECT MATERIALS,SFT
HOME THEATRE PANELLING FABRIC 1,HOME THEATRE PANELLING FABRIC 1,INDIGENOUS,PROJECT MATERIALS,MTRS
HOME THEATRE PANELLING FABRIC 2,HOME THEATRE PANELLING FABRIC 2,INDIGENOUS,PROJECT MATERIALS,MTRS
HOME THEATRE STEP LIGHTS,HOME THEATRE STEP LIGHTS,INDIGENOUS,PROJECT MATERIALS,NOS
HONEYCOMB MOTORIZED BLIND,HONEYCOMB MOTORIZED BLIND,INDIGENOUS,PROJECT MATERIALS,NOS
HOSE CLIP FOR FILTER BAG,HOSE CLIP FOR FILTER BAG,INDIGENOUS,PROJECT MATERIALS,NOS
HOT WATER RECIRCULATION PUMP- CM 3-3 WITH CONTROL PANEL 2 M3/HR GRUNDFOS MAKE,HOT WATER RECIRCULATION PUMP- CM 3-3 WITH CONTROL PANEL 2 M3/HR GRUNDFOS MAKE,INDIGENOUS,PROJECT MATERIALS,NOS
HP 25MM SCREWS,HP 25MM SCREWS,INDIGENOUS,PROJECT MATERIALS,NOS
HP 55MM SCREWS,HP 55MM SCREWS,INDIGENOUS,PROJECT MATERIALS,NOS
HR DAS ACRYLIC ON CANVAS ART,HR DAS ACRYLIC ON CANVAS ART,INDIGENOUS,PROJECT MATERIALS,NOS
"HT 11KV 25KA VCB -630A MAKE AREVA WITH CT,PT RELAY PANEL WITH KIOSK","HT 11KV 25KA VCB -630A MAKE AREVA WITH CT,PT RELAY PANEL WITH KIOSK",INDIGENOUS,PROJECT MATERIALS,NOS
HUNSPLY AMERICAN BLACK WALNUT MISMATCH VERTICAL,HUNSPLY AMERICAN BLACK WALNUT MISMATCH VERTICAL,INDIGENOUS,PROJECT MATERIALS,NOS
HUNSPLY AMERICAN WHITE OAK MISMATCH VERTICAL,HUNSPLY AMERICAN WHITE OAK MISMATCH VERTICAL,INDIGENOUS,PROJECT MATERIALS,SFT
HUNSPLY AMERICAN WHITE OAK MISMATCH VERTICALS,HUNSPLY AMERICAN WHITE OAK MISMATCH VERTICALS,INDIGENOUS,PROJECT MATERIALS,NOS
HYBRID R J 6 WITH THREE CORE CAMERA CABLE,HYBRID R J 6 WITH THREE CORE CAMERA CABLE,INDIGENOUS,PROJECT MATERIALS,MTRS
HYBRID R J 6 WITH TWO CORE CAMERA CABLE,HYBRID R J 6 WITH TWO CORE CAMERA CABLE,INDIGENOUS,PROJECT MATERIALS,MTRS
IMPACT DETACHER (PIN MILL DOUPLE PLATE WITH MOTOR 5HP 3000 RPM),IMPACT DETACHER (PIN MILL DOUPLE PLATE WITH MOTOR 5HP 3000 RPM),INDIGENOUS,PROJECT MATERIALS,NOS
IMPACT DETACHER INLET GLASS ASSEMBLY,IMPACT DETACHER INLET GLASS ASSEMBLY,INDIGENOUS,PROJECT MATERIALS,Set
IMPACT DETACHER PIN MILL DOUPLE PLATE,IMPACT DETACHER PIN MILL DOUPLE PLATE,INDIGENOUS,PROJECT MATERIALS,Set
IMPACT GRINDER IG30 W/O MOTOR WITH PULLEYS AND BELTS ACCESSORIES,IMPACT GRINDER IG30 W/O MOTOR WITH PULLEYS AND BELTS ACCESSORIES,INDIGENOUS,PROJECT MATERIALS,Set
IMPACT GRINDER IG40 W/O MOTOR WITH PULLEYS AND BELTS ACCESSORIES,IMPACT GRINDER IG40 W/O MOTOR WITH PULLEYS AND BELTS ACCESSORIES,INDIGENOUS,PROJECT MATERIALS,Set
IMPINGEMENT FREEZER-925KG/H (IQF),IMPINGEMENT FREEZER-925KG/H (IQF),IMPORTED,PROJECT MATERIALS,NOS
IMPURITY CLEANER CS-945A,IMPURITY CLEANER CS-945A,IMPORTED,PROJECT MATERIALS,NOS
IMPURITY CLEANER CS-95SA,IMPURITY CLEANER CS-95SA,IMPORTED,PROJECT MATERIALS,NOS
IN GROUND BURIAL IP-67,IN GROUND BURIAL IP-67,INDIGENOUS,PROJECT MATERIALS,NOS
INDUSTRIAL DIESEL OIL (LDO),INDUSTRIAL DIESEL OIL (LDO),INDIGENOUS,FUELS,LTS
INLET AND OUTLET BELLOWS FOR HP FAN,INLET AND OUTLET BELLOWS FOR HP FAN,INDIGENOUS,PROJECT MATERIALS,Set
INLET HOOPER,INLET HOOPER,INDIGENOUS,PROJECT MATERIALS,NOS
INTER COOLOER,INTER COOLOER,INDIGENOUS,PROJECT MATERIALS,NOS
INTERIOR FLOORING SCATTING,INTERIOR FLOORING SCATTING,INDIGENOUS,PROJECT MATERIALS,SFT
INTERNET CABLE,INTERNET CABLE,INDIGENOUS,PROJECT MATERIALS,MTRS
INVERTER 2HP,INVERTER 2HP,IMPORTED,PROJECT MATERIALS,NOS
INVERTER 3HP,INVERTER 3HP,IMPORTED,PROJECT MATERIALS,NOS
INVERTER 7.5HP,INVERTER 7.5HP,IMPORTED,PROJECT MATERIALS,NOS
INWARD DOUBLE OPEN CASEMENT DOOR 13.52 MM ST 167 LAMINATED TOUGHENED CD 2 (W) 1435 X (H) 2975,INWARD DOUBLE OPEN CASEMENT DOOR 13.52 MM ST 167 LAMINATED TOUGHENED CD 2 (W) 1435 X (H) 2975,INDIGENOUS,PROJECT MATERIALS,SFT
INWARD LH OPEN CASEMENT DOOR 13.52 MM ST 167 LAMINATED TOUGHENED CD1 (W) 983 X (H) 2308,INWARD LH OPEN CASEMENT DOOR 13.52 MM ST 167 LAMINATED TOUGHENED CD1 (W) 983 X (H) 2308,INDIGENOUS,PROJECT MATERIALS,SFT
IVORY TILES 450 X 300,IVORY TILES 450 X 300,INDIGENOUS,PROJECT MATERIALS,SFT
"JAMES LOUDSPEAKER OW42 - SATIN BLACK 4 INCH WOOFER, 2-WAY, ON-WALL LOUDSPEAKER - 1.7 INCH DEPTH - SA","JAMES LOUDSPEAKER OW42 - SATIN BLACK 4 INCH WOOFER, 2-WAY, ON-WALL LOUDSPEAKER - 1.7 INCH DEPTH - SA",INDIGENOUS,PROJECT MATERIALS,NOS
"JAMES LOUDSPEAKER QX520 5.25 INCH, 2-WAY, FULL-RANGE, IN-WALL LOUDSPEAKER","JAMES LOUDSPEAKER QX520 5.25 INCH, 2-WAY, FULL-RANGE, IN-WALL LOUDSPEAKER",INDIGENOUS,PROJECT MATERIALS,NOS
JAMES LOUDSPEAKER QX830 8 3-WAY FULL-RANGE LOUDSPEAKER,JAMES LOUDSPEAKER QX830 8 3-WAY FULL-RANGE LOUDSPEAKER,INDIGENOUS,PROJECT MATERIALS,NOS
JAWA TEAK CLADDING 108 X 20 MM RL,JAWA TEAK CLADDING 108 X 20 MM RL,INDIGENOUS,PROJECT MATERIALS,SFT
JBT FOOD TECH ADVANCE IMPINGEMENT FREEZER/MODEL :1.5M-4-1800-1,JBT FOOD TECH ADVANCE IMPINGEMENT FREEZER/MODEL :1.5M-4-1800-1,IMPORTED,PROJECT MATERIALS,NOS
JEL COAT(ISO),JEL COAT(ISO),INDIGENOUS,PROJECT MATERIALS,KGS
JOINT FILTER,JOINT FILTER,INDIGENOUS,PROJECT MATERIALS,NOS
JOINT SEALING CLAMP 120 DIA,JOINT SEALING CLAMP 120 DIA,INDIGENOUS,PROJECT MATERIALS,NOS
JSW PROFILED BGL 0.47,JSW PROFILED BGL 0.47,INDIGENOUS,PROJECT MATERIALS,KGS
JSW PROFILED PPGL 0.50,JSW PROFILED PPGL 0.50,INDIGENOUS,PROJECT MATERIALS,KGS
JUNCTION BOX 150X100X150MM,JUNCTION BOX 150X100X150MM,INDIGENOUS,PROJECT MATERIALS,NOS
Jung - DALI gateway TW -2099REGHE (4011377158993),Jung - DALI gateway TW -2099REGHE (4011377158993),INDIGENOUS,PROJECT MATERIALS,NOS
JUNG 2002REG POWER SUPPLY 640MA,JUNG 2002REG POWER SUPPLY 640MA,INDIGENOUS,PROJECT MATERIALS,NOS
JUNG 2099REGHE DALI GATEWAY,JUNG 2099REGHE DALI GATEWAY,INDIGENOUS,PROJECT MATERIALS,NOS
JUNG 23024 1S R KNX SWITCH ACTUATOR 24-GANG KNX BLINDS ACTUATOR 12-GANG,JUNG 23024 1S R KNX SWITCH ACTUATOR 24-GANG KNX BLINDS ACTUATOR 12-GANG,INDIGENOUS,PROJECT MATERIALS,NOS
"JUNG 39004 1S R KNX LED UNIVERSAL DIMMING ACTUATOR, 4-GANG","JUNG 39004 1S R KNX LED UNIVERSAL DIMMING ACTUATOR, 4-GANG",INDIGENOUS,PROJECT MATERIALS,NOS
JVC LX-NZ3B DLP PROJECTOR,JVC LX-NZ3B DLP PROJECTOR,INDIGENOUS,PROJECT MATERIALS,NOS
K LITE 4842 VAJRA BOLLARD 16W LED WW SYMMETRICAL DIMENSION Ã˜166 X 506 MOUNTING M3 GRAPHITE GREY OPT,K LITE 4842 VAJRA BOLLARD 16W LED WW SYMMETRICAL DIMENSION Ã˜166 X 506 MOUNTING M3 GRAPHITE GREY OPT,INDIGENOUS,PROJECT MATERIALS,NOS
K-FLEX K-FOAM FR 13X1.2X17 ALUMINIUM,K-FLEX K-FOAM FR 13X1.2X17 ALUMINIUM,INDIGENOUS,PROJECT MATERIALS,Rolls
KALE CYLINDER BOTH SIDE KEY 80MM ANTIQ MADE IN TURKEY,KALE CYLINDER BOTH SIDE KEY 80MM ANTIQ MADE IN TURKEY,INDIGENOUS,PROJECT MATERIALS,NOS
KALE CYLINDER COIN AND KNOB ANTIQ MADE IN TURKEY,KALE CYLINDER COIN AND KNOB ANTIQ MADE IN TURKEY,INDIGENOUS,PROJECT MATERIALS,NOS
KALE CYLINDER KEY AND KNOB 80MM ANTIQ MADE IN TURKEY,KALE CYLINDER KEY AND KNOB 80MM ANTIQ MADE IN TURKEY,INDIGENOUS,PROJECT MATERIALS,NOS
KALE MORTISE LOCK BODY EB 70MM ANTIQ MADE IN TURKEY,KALE MORTISE LOCK BODY EB 70MM ANTIQ MADE IN TURKEY,INDIGENOUS,PROJECT MATERIALS,NOS
KARURAI SOIL,KARURAI SOIL,INDIGENOUS,PROJECT MATERIALS,UNITS
KERAKOLL- 25 KG,KERAKOLL- 25 KG,INDIGENOUS,PROJECT MATERIALS,NOS
KEY HOLE AB SQUARE,KEY HOLE AB SQUARE,INDIGENOUS,PROJECT MATERIALS,NOS
KEY HOLES,KEY HOLES,INDIGENOUS,PROJECT MATERIALS,Set
"KL-2767 Zedo - Surface Mounting 12W LED WW,NW,CW Asymmetrical Dimension: 220 x 40 x 95 Mounting: Sur","KL-2767 Zedo - Surface Mounting 12W LED WW,NW,CW Asymmetrical Dimension: 220 x 40 x 95 Mounting: Sur",INDIGENOUS,PROJECT MATERIALS,NOS
"KL-2874 Sona Midi 12W LED WW,NW,CW Dimension: Ã˜340 x 102 Mounting: Suspend","KL-2874 Sona Midi 12W LED WW,NW,CW Dimension: Ã˜340 x 102 Mounting: Suspend",INDIGENOUS,PROJECT MATERIALS,NOS
KL-3230 Neon Flex 9W/m WW 3000K 24w DC Dimension: 50m / Roll,KL-3230 Neon Flex 9W/m WW 3000K 24w DC Dimension: 50m / Roll,INDIGENOUS,PROJECT MATERIALS,NOS
"KL-3646 Cylin Mini 6W LED WW,NW Dimension: Ã˜100 x 150 Mounting: Surface","KL-3646 Cylin Mini 6W LED WW,NW Dimension: Ã˜100 x 150 Mounting: Surface",INDIGENOUS,PROJECT MATERIALS,NOS
"KL-3654 Wall Cylin Mini 2 x 12W LED WW,NW Dimension: 145 x 100 x 270mm Mounting: W32 Colour: Graphit","KL-3654 Wall Cylin Mini 2 x 12W LED WW,NW Dimension: 145 x 100 x 270mm Mounting: W32 Colour: Graphit",INDIGENOUS,PROJECT MATERIALS,NOS
"KL-4090 In-Ground Luminaire 18W LED Asymmetrical WW,NW,CW, Dimension: Ã˜173 x 220mm Colour: SS BeamA","KL-4090 In-Ground Luminaire 18W LED Asymmetrical WW,NW,CW, Dimension: Ã˜173 x 220mm Colour: SS BeamA",INDIGENOUS,PROJECT MATERIALS,NOS
KL-4109 Underwater Luminaire â€“ Recessed Pool LED Luminaires 12 x 2W LED WW Dimension: Ã˜205 x 76mm,KL-4109 Underwater Luminaire â€“ Recessed Pool LED Luminaires 12 x 2W LED WW Dimension: Ã˜205 x 76mm,INDIGENOUS,PROJECT MATERIALS,NOS
"KL-4241 Diya 10W LED WW,NW,CW Dimension: Ã˜100 x 75 COD: Ã˜90 Mounting: Recess","KL-4241 Diya 10W LED WW,NW,CW Dimension: Ã˜100 x 75 COD: Ã˜90 Mounting: Recess",INDIGENOUS,PROJECT MATERIALS,NOS
