Material Name,Material Code,Item Category,Item Group,UOM
VERTICAL CONDITIONER WORM WHEEL - 30 TEETH,VERTICAL CONDITIONER WORM WHEEL - 30 TEETH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VERTICAL FAN 4-72-4A 5.5KW,VERTICAL FAN 4-72-4A 5.5KW,MECHANICAL - IMPORTED,STORES AND SPARES-IMP,Set
VERTICAL NON RETURN VALVE - 25MM,VERTICAL NON RETURN VALVE - 25MM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VERTICAL NON RETURN VALVE - 40MM,VERTICAL NON RETURN VALVE - 40MM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VERTICAL NON RETURN VALVE - 50MM,VERTICAL NON RETURN VALVE - 50MM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VERTIFIED FLOOR TILES 12 X 12,VERTIFIED FLOOR TILES 12 X 12,CIVIL,STORES AND SPARES-IND,NOS
VERTIFIED FLOOR TILES 2X2 FEET MOUNT BLACK,VERTIFIED FLOOR TILES 2X2 FEET MOUNT BLACK,CIVIL,STORES AND SPARES-IND,SFT
VETA - VIT,VETA - VIT,PROCESSING CHEMICAL,STORES AND SPARES-IND,KGS
VFD - 0.75 KW,VFD - 0.75 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 1.5 KW,VFD - 1.5 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 11 KW,VFD - 11 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 15 KW,VFD - 15 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 18 KW,VFD - 18 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 2.2 KW,VFD - 2.2 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 200 KW,VFD - 200 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 22 KW,VFD - 22 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 30 KW,VFD - 30 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 4.0 KW,VFD - 4.0 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 5.5 KW,VFD - 5.5 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD - 7.5 KW,VFD - 7.5 KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD 0.37 KW / 0.5 HP â€“ MODEL NO. FC-051 PK37T, DANFOSS MAKE","VFD 0.37 KW / 0.5 HP â€“ MODEL NO. FC-051 PK37T, DANFOSS MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 1 HP WITHOUT ETHERNET CARD,VFD 1 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 10 HP/7.5 KW MAKE DONFOSS,VFD 10 HP/7.5 KW MAKE DONFOSS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 10HP/415V 3PH,VFD 10HP/415V 3PH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 110KW/150HP 223AMP,VFD 110KW/150HP 223AMP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 12.5HP/415V 3PH,VFD 12.5HP/415V 3PH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 2 HP WITHOUT ETHERNET CARD,VFD 2 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 20 HP HEAVY DUTY,VFD 20 HP HEAVY DUTY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 220KW/300HP 432AMP,VFD 220KW/300HP 432AMP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 25 HP HEAVY DUTY,VFD 25 HP HEAVY DUTY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 25 HP WITH ETHERNET CARD,VFD 25 HP WITH ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 25 HP WITHOUT ETHERNET CARD,VFD 25 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 250 HP (190 KW) HEAVY DUTY,VFD 250 HP (190 KW) HEAVY DUTY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 250 HP WITHOUT ETHERNET CARD,VFD 250 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 25HP / 3P / 415V HEAVY DUTY,VFD 25HP / 3P / 415V HEAVY DUTY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 2HP 415V 3PHASE,VFD 2HP 415V 3PHASE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 3 H.P 1 PHASE INPUT / 3 PHASE OUTPUT,VFD 3 H.P 1 PHASE INPUT / 3 PHASE OUTPUT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 3 HP HEAVY DUTY L AND T MAKE,VFD 3 HP HEAVY DUTY L AND T MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 3 HP WITHOUT ETHERNET CARD,VFD 3 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 3.7KW,VFD 3.7KW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 330 HP WITH ETHERNET CARD,VFD 330 HP WITH ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 350 HP,VFD 350 HP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 350 HP WITHOUT ETHERNET CARD,VFD 350 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 375 HP HEAVY DUTY,VFD 375 HP HEAVY DUTY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 37KW A1000 MODEL CIMR-AD4A0088AMA YASKAWA MAKE,VFD 37KW A1000 MODEL CIMR-AD4A0088AMA YASKAWA MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 40 HP,VFD 40 HP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 40 HP (30 KW) HEAVY DUTY ABB MAKE,VFD 40 HP (30 KW) HEAVY DUTY ABB MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 40 HP WITHOUT ETHERNET CARD,VFD 40 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 422 HP HEAVY DUTY,VFD 422 HP HEAVY DUTY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 5 H.P MAKE DONFOSS MODEL FC301P4,VFD 5 H.P MAKE DONFOSS MODEL FC301P4,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 5 HP WITHOUT ETHERNET CARD,VFD 5 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD 5.5 HP (4 KW) WITHOUT ETHERNET CARD, INPUT-3 PHASE, 50 HZ","VFD 5.5 HP (4 KW) WITHOUT ETHERNET CARD, INPUT-3 PHASE, 50 HZ",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD 5.5 HP (4 KW) WITHOUT ETHERNET CARD, INPUT-3 PHASE, 50 HZ ELECTRICAL-INDIGENOUS","VFD 5.5 HP (4 KW) WITHOUT ETHERNET CARD, INPUT-3 PHASE, 50 HZ ELECTRICAL-INDIGENOUS",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 50 HP YASKAWA PCB,VFD 50 HP YASKAWA PCB,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 60 HP HEAVY DUTY,VFD 60 HP HEAVY DUTY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 7.5 HP HEAVY DUTY L AND T MAKE,VFD 7.5 HP HEAVY DUTY L AND T MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 7.5 HP WITH ETHERNET CARD,VFD 7.5 HP WITH ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD 7.5 HP WITHOUT ETHERNET CARD,VFD 7.5 HP WITHOUT ETHERNET CARD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD 75 KW, 415 V","VFD 75 KW, 415 V",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD A1000 AUX.CONTROL CARD WITH ATLAS COPCO SOFTWARE,VFD A1000 AUX.CONTROL CARD WITH ATLAS COPCO SOFTWARE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD COOLING FAN 24V DC, 5W MADEL NO.PMD2408PTB1-A, SUNON MAKE","VFD COOLING FAN 24V DC, 5W MADEL NO.PMD2408PTB1-A, SUNON MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD COOLING FAN SAN ACE 80 MODEL, 9GV0848P1G13 48VDC 0.84A","VFD COOLING FAN SAN ACE 80 MODEL, 9GV0848P1G13 48VDC 0.84A",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD COOLING FAN, MODEL- AFB1224SHE","VFD COOLING FAN, MODEL- AFB1224SHE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD COOLING FAN, MODEL: SAN ACE 172W, P.NO. 9WG5748P5G003","VFD COOLING FAN, MODEL: SAN ACE 172W, P.NO. 9WG5748P5G003",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD COOLING FAN, MODEL: SAN ACE 40, P.NO. 109P0424J3073","VFD COOLING FAN, MODEL: SAN ACE 40, P.NO. 109P0424J3073",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD DISPLAY ACS 850 , ABB OY ACS-CP-U MAKE ABB","VFD DISPLAY ACS 850 , ABB OY ACS-CP-U MAKE ABB",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD ENCLOSURE 420 HP,VFD ENCLOSURE 420 HP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD ENCLOSURE PANEL,VFD ENCLOSURE PANEL,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD ETHERNET CARD DANFOSS MAKE,VFD ETHERNET CARD DANFOSS MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD FC302N250, 250KW, 415V, DANFOSS MAKE","VFD FC302N250, 250KW, 415V, DANFOSS MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD FC302N250T5E, 315KW, 516A, DANFOSS MAKE","VFD FC302N250T5E, 315KW, 516A, DANFOSS MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD MITSUBISHI FR-D740-2.2K-CHT I/P 8.4A3P O/P 5A3P 380/480VAC,VFD MITSUBISHI FR-D740-2.2K-CHT I/P 8.4A3P O/P 5A3P 380/480VAC,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD PANEL 300 HP WITHOUT COMPONENTS,VFD PANEL 300 HP WITHOUT COMPONENTS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD PANEL 40 HP WITHOUT COMPONENTS,VFD PANEL 40 HP WITHOUT COMPONENTS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VFD PANEL WITH 8â€ X 8â€ FAN 900 X 600 X 1675 MM,VFD PANEL WITH 8â€ X 8â€ FAN 900 X 600 X 1675 MM,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD, HEAVY DUTY 3.7 KW (05HP)","VFD, HEAVY DUTY 3.7 KW (05HP)",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VFD, HEAVY DUTY 7.5 KW (10HP)","VFD, HEAVY DUTY 7.5 KW (10HP)",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VGA CABLE,VGA CABLE,GENERAL,STORES AND SPARES-IND,MTRS
VIBRATING FORK TYPE LEVEL LIMIT SWITCH â€“ 1000 MM,VIBRATING FORK TYPE LEVEL LIMIT SWITCH â€“ 1000 MM,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATING FORK TYPE LEVEL LIMIT SWITCH â€“ 250 MM,VIBRATING FORK TYPE LEVEL LIMIT SWITCH â€“ 250 MM,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATING FORK TYPE LEVEL LIMIT SWITCH â€“ 800 MM,VIBRATING FORK TYPE LEVEL LIMIT SWITCH â€“ 800 MM,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATION DAMPER P.NO.0392110028,VIBRATION DAMPER P.NO.0392110028,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATION DAMPER P.NO.03921120028,VIBRATION DAMPER P.NO.03921120028,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATOR MOTOR MODEL: MVSI 15/200 - S02,VIBRATOR MOTOR MODEL: MVSI 15/200 - S02,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATOR MOTOR MVSI 10/200-SO2 ITAL VIBRAS MAKE,VIBRATOR MOTOR MVSI 10/200-SO2 ITAL VIBRAS MAKE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATOR MOTOR MVSI 15/100-SO2 ITAL VIBRAS MAKE,VIBRATOR MOTOR MVSI 15/100-SO2 ITAL VIBRAS MAKE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATOR MOTOR MVSI 15/550-SO2 ITAL VIBRAS MAKE,VIBRATOR MOTOR MVSI 15/550-SO2 ITAL VIBRAS MAKE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VIBRATOR MOTOR, MODEL: MVSI 10/600 â€“ S02 SV","VIBRATOR MOTOR, MODEL: MVSI 10/600 â€“ S02 SV",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATOR MTG WMT - HOOPER ROOTS P.NO.558441335-00,VIBRATOR MTG WMT - HOOPER ROOTS P.NO.558441335-00,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATOR NEEDLE -25 MM,VIBRATOR NEEDLE -25 MM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRATOR NEEDLE -40 MM,VIBRATOR NEEDLE -40 MM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRIO CHOLERAE INABA - 1 VIAL,VIBRIO CHOLERAE INABA - 1 VIAL,Q.C.,STORES AND SPARES-IND,NOS
VIBRIO CHOLERAE OGUAVA - 1 VIAL,VIBRIO CHOLERAE OGUAVA - 1 VIAL,Q.C.,STORES AND SPARES-IND,NOS
VIBRIO SHEILD,VIBRIO SHEILD,PROCESSING CHEMICAL,STORES AND SPARES-IND,KGS
VIBRO MOTOR 0.50 HP 960RPM,VIBRO MOTOR 0.50 HP 960RPM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIBRO MOTOR MVSL10/200 - SOL 0.2HP,VIBRO MOTOR MVSL10/200 - SOL 0.2HP,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VICE GRIP PLIER 250MM,VICE GRIP PLIER 250MM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VICTAULIC COUPLING MOC - NYLON, PASS 1.5 INCH","VICTAULIC COUPLING MOC - NYLON, PASS 1.5 INCH",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIDEO/POWER CONNECTOR,VIDEO/POWER CONNECTOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VIM BAR,VIM BAR,GENERAL,STORES AND SPARES-IND,NOS
VIMAL TILES 450 X 300 MM,VIMAL TILES 450 X 300 MM,GENERAL,STORES AND SPARES-IND,Box
VINCI DIOXIDE - ACTIVATOR - 50 ML.,VINCI DIOXIDE - ACTIVATOR - 50 ML.,Q.C.,STORES AND SPARES-IND,NOS
VINCI DIOXIDE - BASE - 50 ML.,VINCI DIOXIDE - BASE - 50 ML.,Q.C.,STORES AND SPARES-IND,NOS
VINYL PRINTS 11 X 7,VINYL PRINTS 11 X 7,GENERAL,STORES AND SPARES-IND,NOS
VINYL PRINTS 4.5 X 4.5,VINYL PRINTS 4.5 X 4.5,GENERAL,STORES AND SPARES-IND,NOS
VINYL STICKER 17.5 X 3,VINYL STICKER 17.5 X 3,GENERAL,STORES AND SPARES-IND,NOS
VINYL STICKER 6 X 4,VINYL STICKER 6 X 4,GENERAL,STORES AND SPARES-IND,NOS
VIOLET STAINER,VIOLET STAINER,CIVIL,STORES AND SPARES-IND,LTS
VIOLET TINT,VIOLET TINT,GENERAL,STORES AND SPARES-IND,Pkt
VIRKON AQUATIC,VIRKON AQUATIC,LAB ITEMS,STORES AND SPARES-IND,KGS
Virtuoso 20cm x 20cm,Virtuoso 20cm x 20cm,GENERAL,STORES AND SPARES-IND,SFT
VISITNG CARDS,VISITNG CARDS,STATIONERY,STORES AND SPARES-IND,NOS
VISITOR ID CARDS,VISITOR ID CARDS,STATIONERY,STORES AND SPARES-IND,NOS
VITABEST SYRUP 150ML,VITABEST SYRUP 150ML,GENERAL,STORES AND SPARES-IND,NOS
VITAL 1 SAFETY MODULE/24 VDC,VITAL 1 SAFETY MODULE/24 VDC,ELECTRICAL - IMPORTED,STORES AND SPARES-IMP,NOS
VITO FLOOR SPORTS FLOORING,VITO FLOOR SPORTS FLOORING,GENERAL,STORES AND SPARES-IND,SFT
"VITON CONE FOR PP DISTRIBUTION HEAD,P.NO 12-0477","VITON CONE FOR PP DISTRIBUTION HEAD,P.NO 12-0477",LAB ITEMS,STORES AND SPARES-IND,NOS
"VITON CONE, WIDE OPENING FOR PP DISTRIBUTION HEAD â€“ PART NO - 1004952","VITON CONE, WIDE OPENING FOR PP DISTRIBUTION HEAD â€“ PART NO - 1004952",LAB ITEMS,STORES AND SPARES-IND,NOS
VITSENG TABS 10 NOS,VITSENG TABS 10 NOS,GENERAL,STORES AND SPARES-IND,NOS
VJ 1510 INKJET PRINTER WITH ACCESSORIES,VJ 1510 INKJET PRINTER WITH ACCESSORIES,PROCESSING CONSUMABLES,STORES AND SPARES-IND,NOS
VJ2049 SUCTION PIPE ASSY,VJ2049 SUCTION PIPE ASSY,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VLTFI AUTOMATION DRIVE FC â€“ 302P22K 22 KW / 30 HP,VLTFI AUTOMATION DRIVE FC â€“ 302P22K 22 KW / 30 HP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VLTFI AUTOMATION DRIVE FC-301P15KT4E20H-131G4753,VLTFI AUTOMATION DRIVE FC-301P15KT4E20H-131G4753,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VLTFI AUTOMATION DRIVE FC-301P7K5T4E20-131B1015 HEAVY DUTY 7.5 KW / 10 HP,VLTFI AUTOMATION DRIVE FC-301P7K5T4E20-131B1015 HEAVY DUTY 7.5 KW / 10 HP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VLTFI AUTOMATION DRIVE FC-302P30KT5E20-131F0435 HEAVY DUTY 30 KW / 40 HP,VLTFI AUTOMATION DRIVE FC-302P30KT5E20-131F0435 HEAVY DUTY 30 KW / 40 HP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VLTFI AUTOMATION DRIVE FC-302P55KT5E20-131F0440 HEAVY DUTY 55 KW / 75 HP,VLTFI AUTOMATION DRIVE FC-302P55KT5E20-131F0440 HEAVY DUTY 55 KW / 75 HP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VM-EMS-WITH CONNECTOR ASSY (558350240-00),VM-EMS-WITH CONNECTOR ASSY (558350240-00),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VMR D2 3 PHASE PREVENTOR,VMR D2 3 PHASE PREVENTOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOCATE ELEVATOR BELT BOLT 8 MM,VOCATE ELEVATOR BELT BOLT 8 MM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLET BOX (DUAL),VOLET BOX (DUAL),GENERAL,STORES AND SPARES-IND,NOS
VOLET BOX (SINGLE),VOLET BOX (SINGLE),GENERAL,STORES AND SPARES-IND,NOS
VOLT -SELECTOR SWITCH,VOLT -SELECTOR SWITCH,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLT METER 1PH ELMEASURE MAKE ALFA PLUS V,VOLT METER 1PH ELMEASURE MAKE ALFA PLUS V,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLT METER 24V DC ELMEASURE MAKE ALFA VDC (0-30),VOLT METER 24V DC ELMEASURE MAKE ALFA VDC (0-30),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLT METER 3PH ELMEASURE MAKE OM 1300,VOLT METER 3PH ELMEASURE MAKE OM 1300,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLT METER ELMEASURE MAKE 230V AC,VOLT METER ELMEASURE MAKE 230V AC,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLTAGE CONTROL UNIT - 320 KVA(AVR),VOLTAGE CONTROL UNIT - 320 KVA(AVR),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLTAGE CONTROL UNIT - 380 KVA (AVR),VOLTAGE CONTROL UNIT - 380 KVA (AVR),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"VOLTAGE PROTECTION DEVICE - 3 PHASE, AUX-230V","VOLTAGE PROTECTION DEVICE - 3 PHASE, AUX-230V",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLTAGE REGULATOR,VOLTAGE REGULATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLTAGE SCANNER (OM-1300) ELMEASURE MAKE,VOLTAGE SCANNER (OM-1300) ELMEASURE MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLTAGE SCANNER (VSC-33) MINILEC MAKE,VOLTAGE SCANNER (VSC-33) MINILEC MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLTAGE STABILIZER 3 KVA,VOLTAGE STABILIZER 3 KVA,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLTAS WATER COOLER - PURE,VOLTAS WATER COOLER - PURE,GENERAL,STORES AND SPARES-IND,NOS
VOLTAS WATER COOLER 40/80 FSS,VOLTAS WATER COOLER 40/80 FSS,GENERAL,STORES AND SPARES-IND,NOS
VOLTAS WATER DISPENSER HEATING TANK 3HOLE,VOLTAS WATER DISPENSER HEATING TANK 3HOLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VOLUMETRIC FLASK (100 ML),VOLUMETRIC FLASK (100 ML),LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC FLASK 250ML A CLASS 5640 BOROSIL,VOLUMETRIC FLASK 250ML A CLASS 5640 BOROSIL,LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC FLASK 50ML,VOLUMETRIC FLASK 50ML,LAB ITEMS,STORES AND SPARES-IND,NOS
"VOLUMETRIC FLASK WITH I/C STOPPER, 1000 ML, FBG 6220E","VOLUMETRIC FLASK WITH I/C STOPPER, 1000 ML, FBG 6220E",LAB ITEMS,STORES AND SPARES-IND,NOS
"VOLUMETRIC FLASK WITH I/C STOPPER, 250 ML, FBG 6220B","VOLUMETRIC FLASK WITH I/C STOPPER, 250 ML, FBG 6220B",LAB ITEMS,STORES AND SPARES-IND,NOS
"VOLUMETRIC FLASK WITH I/C STOPPER, 500 ML, FBG 6220C","VOLUMETRIC FLASK WITH I/C STOPPER, 500 ML, FBG 6220C",LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC FLASKS 1000ML,VOLUMETRIC FLASKS 1000ML,LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC FLASKS 500ML,VOLUMETRIC FLASKS 500ML,LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC PIPETTE 1 ML,VOLUMETRIC PIPETTE 1 ML,LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC PIPETTE 10 ML,VOLUMETRIC PIPETTE 10 ML,LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC PIPETTE 20ML,VOLUMETRIC PIPETTE 20ML,LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC PIPETTE 25ML,VOLUMETRIC PIPETTE 25ML,LAB ITEMS,STORES AND SPARES-IND,NOS
VOLUMETRIC PIPETTE 5 ML,VOLUMETRIC PIPETTE 5 ML,LAB ITEMS,STORES AND SPARES-IND,NOS
VOUCHERS PADS - CONVEYANCE,VOUCHERS PADS - CONVEYANCE,STATIONERY,STORES AND SPARES-IND,NOS
VR3 UNLOADER VALVE PISTON FOR PISONG GUIDE SET 2260040,VR3 UNLOADER VALVE PISTON FOR PISONG GUIDE SET 2260040,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 4 WAY DB BOX,VTPN 4 WAY DB BOX,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 4 WAY DB BOX DPX3 IP54 100 AMP ELCB,VTPN 4 WAY DB BOX DPX3 IP54 100 AMP ELCB,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 4 WAY DB BOX DPX3 IP54 125 AMP ELCB,VTPN 4 WAY DB BOX DPX3 IP54 125 AMP ELCB,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 4W MCCB 160A IP54,VTPN 4W MCCB 160A IP54,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 8 WAY DB BOX,VTPN 8 WAY DB BOX,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 8 WAY DB BOX DPX3 IP54 125 AMP ELCB,VTPN 8 WAY DB BOX DPX3 IP54 125 AMP ELCB,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 8-WAY DB DOUBLE DOOR 250A MCCB,VTPN 8-WAY DB DOUBLE DOOR 250A MCCB,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTPN 8W MCCB 160A IP54,VTPN 8W MCCB 160A IP54,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VTR 12000/RT3/110/RT3V PT,VTR 12000/RT3/110/RT3V PT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
VULI PIDI,VULI PIDI,GENERAL,STORES AND SPARES-IND,NOS
